index	l_pup_cent_x	l_pup_cent_y	l_pup_cent_z	l_pup_cent_val	l_pup_diam	l_pup_diam_val	l_gaze_dir_x	l_gaze_dir_y	l_gaze_dir_z	l_gaze_dir_val	r_pup_cent_x	r_pup_cent_y	r_pup_cent_z	r_pup_cent_val	r_pup_diam	r_pup_diam_val	r_gaze_dir_x	r_gaze_dir_y	r_gaze_dir_z	r_gaze_dir_val	gaze_pos_x	gaze_pos_y	gaze_pos_val	3d_gaze_pos_x	3d_gaze_pos_y	3d_gaze_pos_z	3d_gaze_pos_val	vts_time	seconds
132768629	32.33	-26.35	-35.14	0.0	3.46	0.0	-0.0477	0.1562	0.9866	0.0	-34.16	-23.67	-34.57	0.0	3.53	0.0	0.0214	0.155	0.9877	0.0	0.4841	0.3841	0.0	-13.56	124.68	914.78	0.0	11857064.0	12.376912
132788620	32.32	-26.34	-35.14	0.0	3.46	0.0	-0.049	0.1569	0.9864	0.0	-34.16	-23.67	-34.56	0.0	3.51	0.0	0.0194	0.1549	0.9877	0.0	0.4852	0.3836	0.0	-15.31	126.53	924.56	0.0	11877055.0	12.396903
132808619	32.32	-26.34	-35.13	0.0	3.45	0.0	-0.0498	0.1578	0.9862	0.0	-34.17	-23.66	-34.57	0.0	3.51	0.0	0.0205	0.1552	0.9877	0.0	0.4852	0.3836	0.0	-14.81	122.79	897.31	0.0	11897054.0	12.416902
132828610	32.32	-26.33	-35.13	0.0	3.45	0.0	-0.0506	0.1584	0.9861	0.0	-34.19	-23.65	-34.59	0.0	3.51	0.0	0.0212	0.1557	0.9876	0.0	0.4852	0.3834	0.0	-14.56	120.47	879.18	0.0	11917045.0	12.436893
132848608	32.31	-26.32	-35.13	0.0	3.45	0.0	-0.0516	0.1587	0.986	0.0	-34.18	-23.65	-34.57	0.0	3.51	0.0	0.0174	0.157	0.9874	0.0	0.4867	0.3816	0.0	-17.46	127.14	915.93	0.0	11937043.0	12.456891
132868600	32.31	-26.32	-35.13	0.0	3.45	0.0	-0.0522	0.1591	0.9859	0.0	-34.19	-23.64	-34.58	0.0	3.52	0.0	0.0186	0.1584	0.9872	0.0	0.4865	0.3812	0.0	-16.72	124.12	891.87	0.0	11957035.0	12.476883
132888599	32.31	-26.31	-35.13	0.0	3.45	0.0	-0.0528	0.1589	0.9859	0.0	-34.2	-23.64	-34.58	0.0	3.52	0.0	0.0186	0.159	0.9871	0.0	0.4868	0.3811	0.0	-16.89	122.98	883.27	0.0	11977034.0	12.496882
132908590	32.31	-26.3	-35.14	0.0	3.45	0.0	-0.0536	0.1586	0.9859	0.0	-34.21	-23.64	-34.59	0.0	3.52	0.0	0.0179	0.1597	0.987	0.0	0.4873	0.381	0.0	-17.6	123.01	882.43	0.0	11997025.0	12.516873
132928589	32.3	-26.29	-35.15	0.0	3.44	0.0	-0.0539	0.1588	0.9858	0.0	-34.21	-23.64	-34.58	0.0	3.53	0.0	0.0162	0.1606	0.9869	0.0	0.4879	0.3799	0.0	-18.81	126.18	898.72	0.0	12017024.0	12.536872
132948580	32.3	-26.28	-35.15	0.0	3.44	0.0	-0.0544	0.159	0.9858	0.0	-34.21	-23.64	-34.57	0.0	3.52	0.0	0.0141	0.161	0.9869	0.0	0.4887	0.3791	0.0	-20.52	130.18	921.46	0.0	12037015.0	12.556863
132968579	32.29	-26.27	-35.16	0.0	3.44	0.0	-0.0548	0.1598	0.9856	0.0	-34.21	-23.64	-34.56	0.0	3.52	0.0	0.0116	0.1624	0.9867	0.0	0.4896	0.3772	0.0	-22.54	135.88	949.55	0.0	12057014.0	12.576862
132988569	32.29	-26.26	-35.17	0.0	3.44	0.0	-0.0548	0.1616	0.9853	0.0	-34.21	-23.64	-34.55	0.0	3.53	0.0	0.0103	0.1638	0.9864	0.0	0.49	0.3749	0.0	-23.69	140.9	970.01	0.0	12077004.0	12.596852
133008569	32.29	-26.25	-35.18	0.0	3.45	0.0	-0.0549	0.1637	0.985	0.0	-34.2	-23.64	-34.54	0.0	3.54	0.0	0.0094	0.1656	0.9861	0.0	0.4904	0.3724	0.0	-24.43	144.72	980.46	0.0	12097004.0	12.616852
133028559	32.28	-26.24	-35.18	0.0	3.45	0.0	-0.0552	0.1654	0.9847	0.0	-34.2	-23.64	-34.53	0.0	3.54	0.0	0.0083	0.1672	0.9859	0.0	0.4908	0.3703	0.0	-25.52	148.9	995.03	0.0	12116994.0	12.636842
133048558	32.28	-26.23	-35.18	0.0	3.46	0.0	-0.0553	0.1683	0.9842	0.0	-34.2	-23.64	-34.52	0.0	3.54	0.0	0.0077	0.1688	0.9856	0.0	0.4911	0.3676	0.0	-26.07	152.61	1002.49	0.0	12136993.0	12.656841
133068550	32.28	-26.22	-35.18	0.0	3.46	0.0	-0.0556	0.17	0.9839	0.0	-34.19	-23.64	-34.51	0.0	3.54	0.0	0.0063	0.1696	0.9855	0.0	0.4916	0.3658	0.0	-27.44	157.37	1022.43	0.0	12156985.0	12.676833
133088549	32.28	-26.22	-35.18	0.0	3.46	0.0	-0.0554	0.1719	0.9835	0.0	-34.19	-23.65	-34.49	0.0	3.55	0.0	0.0059	0.1703	0.9854	0.0	0.4917	0.3641	0.0	-27.77	160.5	1031.86	0.0	12176984.0	12.696832
133108540	32.28	-26.22	-35.17	0.0	3.47	0.0	-0.0551	0.1741	0.9832	0.0	-34.18	-23.65	-34.47	0.0	3.55	0.0	0.0054	0.1709	0.9853	0.0	0.4918	0.3623	0.0	-28.23	164.17	1044.07	0.0	12196975.0	12.716823
133128539	32.28	-26.22	-35.17	0.0	3.48	0.0	-0.0547	0.1753	0.983	0.0	-34.18	-23.65	-34.47	0.0	3.55	0.0	0.0054	0.1716	0.9852	0.0	0.4917	0.3611	0.0	-28.15	166.24	1049.87	0.0	12216974.0	12.736822
133148530	32.29	-26.22	-35.16	0.0	3.49	0.0	-0.0547	0.1765	0.9828	0.0	-34.18	-23.65	-34.47	0.0	3.56	0.0	0.0059	0.1719	0.9851	0.0	0.4916	0.3604	0.0	-27.61	165.14	1038.8	0.0	12236965.0	12.756813
133168529	32.29	-26.22	-35.15	0.0	3.5	0.0	-0.0543	0.1775	0.9826	0.0	-34.18	-23.65	-34.47	0.0	3.57	0.0	0.007	0.1727	0.985	0.0	0.4911	0.3597	0.0	-26.47	163.75	1025.36	0.0	12256964.0	12.776812
133188519	32.3	-26.22	-35.15	0.0	3.51	0.0	-0.0537	0.1775	0.9827	0.0	-34.19	-23.64	-34.51	0.0	3.59	0.0	0.0132	0.1739	0.9847	0.0	0.4891	0.3605	0.0	-21.11	149.41	941.05	0.0	12276954.0	12.796802
133208519	32.31	-26.22	-35.14	0.0	3.51	0.0	-0.0535	0.1758	0.983	0.0	-34.16	-23.66	-34.49	0.0	3.62	0.0	0.0153	0.1755	0.9844	0.0	0.4884	0.3612	0.0	-19.43	144.73	915.5	0.0	12296954.0	12.816802
133228509	32.31	-26.23	-35.14	0.0	3.51	0.0	-0.0529	0.1741	0.9833	0.0	-34.15	-23.67	-34.49	0.0	3.62	0.0	0.0149	0.1736	0.9847	0.0	0.4882	0.3629	0.0	-19.59	145.6	930.55	0.0	12316944.0	12.836792
133248509	32.32	-26.23	-35.14	0.0	3.51	0.0	-0.0521	0.1714	0.9838	0.0	-34.14	-23.67	-34.49	0.0	3.63	0.0	0.0148	0.1752	0.9844	0.0	0.488	0.3634	0.0	-19.37	146.18	936.8	0.0	12336944.0	12.856792
133268500	32.34	-26.22	-35.14	0.0	3.52	0.0	-0.0484	0.172	0.9839	0.0	-34.14	-23.66	-34.49	0.0	3.62	0.0	0.015	0.1742	0.9846	0.0	0.4867	0.3623	0.0	-18.39	156.19	995.0	0.0	12356935.0	12.876783
133288499	32.35	-26.22	-35.15	0.0	3.53	0.0	-0.048	0.1705	0.9842	0.0	-34.14	-23.66	-34.49	0.0	3.63	0.0	0.0161	0.1735	0.9847	0.0	0.4862	0.3638	0.0	-17.42	152.82	982.51	0.0	12376934.0	12.896782
133308489	32.36	-26.22	-35.15	0.0	3.55	0.0	-0.0471	0.1692	0.9844	0.0	-34.13	-23.66	-34.49	0.0	3.65	0.0	0.0167	0.1762	0.9842	0.0	0.4858	0.3632	0.0	-16.49	152.14	974.5	0.0	12396924.0	12.916772
133328489	32.36	-26.22	-35.15	0.0	3.56	0.0	-0.0468	0.1681	0.9847	0.0	-34.12	-23.66	-34.5	0.0	3.66	0.0	0.0177	0.1769	0.9841	0.0	0.4854	0.3638	0.0	-15.54	148.48	954.98	0.0	12416924.0	12.936772
133348479	32.37	-26.23	-35.14	0.0	3.56	0.0	-0.0459	0.1663	0.985	0.0	-34.11	-23.66	-34.5	0.0	3.67	0.0	0.0192	0.1763	0.9841	0.0	0.4846	0.3654	0.0	-14.19	144.94	941.45	0.0	12436914.0	12.956762
133368479	32.37	-26.23	-35.14	0.0	3.56	0.0	-0.0455	0.1651	0.9852	0.0	-34.1	-23.67	-34.5	0.0	3.66	0.0	0.0199	0.1747	0.9844	0.0	0.4842	0.3671	0.0	-13.53	143.08	939.27	0.0	12456914.0	12.976762
133388469	32.38	-26.23	-35.14	0.0	3.56	0.0	-0.0452	0.1635	0.9855	0.0	-34.09	-23.67	-34.49	0.0	3.67	0.0	0.0202	0.1738	0.9846	0.0	0.484	0.3686	0.0	-13.22	141.18	935.69	0.0	12476904.0	12.996752
133408469	32.38	-26.23	-35.14	0.0	3.56	0.0	-0.044	0.1625	0.9857	0.0	-34.08	-23.68	-34.48	0.0	3.66	0.0	0.02	0.1723	0.9848	0.0	0.4836	0.3695	0.0	-12.98	143.74	958.12	0.0	12496904.0	13.016752
133428459	32.38	-26.24	-35.14	0.0	3.57	0.0	-0.0432	0.1624	0.9858	0.0	-34.08	-23.68	-34.48	0.0	3.67	0.0	0.0205	0.1711	0.985	0.0	0.4832	0.37	0.0	-12.42	145.0	969.74	0.0	12516894.0	13.036742
133448460	32.38	-26.24	-35.14	0.0	3.57	0.0	-0.042	0.1625	0.9858	0.0	-34.08	-23.69	-34.47	0.0	3.67	0.0	0.0204	0.1689	0.9854	0.0	0.4828	0.3706	0.0	-12.25	148.97	999.8	0.0	12536895.0	13.056743
133468449	32.39	-26.25	-35.14	0.0	3.58	0.0	-0.0412	0.1616	0.986	0.0	-34.07	-23.7	-34.47	0.0	3.68	0.0	0.0203	0.1697	0.9853	0.0	0.4826	0.3705	0.0	-11.95	150.13	1007.33	0.0	12556884.0	13.076732
133488449	32.39	-26.26	-35.14	0.0	3.58	0.0	-0.0409	0.1603	0.9862	0.0	-34.08	-23.71	-34.47	0.0	3.68	0.0	0.0188	0.1691	0.9854	0.0	0.4829	0.3711	0.0	-12.85	153.68	1034.68	0.0	12576884.0	13.096732
133508439	32.38	-26.26	-35.14	0.0	3.58	0.0	-0.0411	0.1589	0.9864	0.0	-34.08	-23.72	-34.47	0.0	3.68	0.0	0.0178	0.1672	0.9858	0.0	0.4833	0.3727	0.0	-13.68	154.37	1049.89	0.0	12596874.0	13.116722
133528438	32.38	-26.27	-35.14	0.0	3.58	0.0	-0.0414	0.1576	0.9866	0.0	-34.08	-23.73	-34.47	0.0	3.69	0.0	0.0166	0.167	0.9858	0.0	0.4837	0.3734	0.0	-14.66	155.05	1059.15	0.0	12616873.0	13.136721
133548430	32.37	-26.27	-35.14	0.0	3.58	0.0	-0.0422	0.1568	0.9867	0.0	-34.09	-23.73	-34.48	0.0	3.7	0.0	0.0147	0.1666	0.9859	0.0	0.4846	0.3738	0.0	-16.37	157.03	1075.55	0.0	12636865.0	13.156713
133568429	32.37	-26.28	-35.14	0.0	3.58	0.0	-0.0428	0.1558	0.9869	0.0	-34.1	-23.73	-34.48	0.0	3.72	0.0	0.0125	0.1675	0.9858	0.0	0.4854	0.3737	0.0	-18.19	159.29	1089.89	0.0	12656864.0	13.176712
133588420	32.36	-26.28	-35.14	0.0	3.58	0.0	-0.0434	0.1552	0.9869	0.0	-34.11	-23.73	-34.49	0.0	3.73	0.0	0.01	0.1666	0.986	0.0	0.4864	0.374	0.0	-20.57	164.74	1128.54	0.0	12676855.0	13.196703
133608418	32.35	-26.28	-35.13	0.0	3.58	0.0	-0.0445	0.1546	0.987	0.0	-34.12	-23.73	-34.5	0.0	3.74	0.0	0.0076	0.1658	0.9861	0.0	0.4874	0.3743	0.0	-23.25	168.82	1158.71	0.0	12696853.0	13.216701
133628410	32.34	-26.29	-35.13	0.0	3.58	0.0	-0.0462	0.1539	0.987	0.0	-34.13	-23.73	-34.51	0.0	3.75	0.0	0.0052	0.1645	0.9864	0.0	0.4887	0.3752	0.0	-26.21	171.33	1182.03	0.0	12716845.0	13.236693
133648409	32.33	-26.29	-35.13	0.0	3.57	0.0	-0.0475	0.1534	0.987	0.0	-34.15	-23.72	-34.52	0.0	3.76	0.0	0.003	0.1627	0.9867	0.0	0.4897	0.376	0.0	-29.1	174.89	1213.06	0.0	12736844.0	13.256692
133668399	32.32	-26.29	-35.13	0.0	3.57	0.0	-0.0491	0.1532	0.987	0.0	-34.16	-23.72	-34.54	0.0	3.77	0.0	0.0007	0.1601	0.9871	0.0	0.4909	0.3771	0.0	-32.54	179.27	1251.96	0.0	12756834.0	13.276682
133688399	32.31	-26.29	-35.13	0.0	3.56	0.0	-0.0507	0.1532	0.9869	0.0	-34.17	-23.72	-34.54	0.0	3.77	0.0	-0.0008	0.1583	0.9874	0.0	0.4919	0.3781	0.0	-34.79	179.52	1261.52	0.0	12776834.0	13.296682
133708389	32.31	-26.29	-35.13	0.0	3.55	0.0	-0.0523	0.1536	0.9868	0.0	-34.18	-23.72	-34.55	0.0	3.77	0.0	-0.0024	0.1562	0.9877	0.0	0.4928	0.379	0.0	-37.19	180.28	1273.39	0.0	12796824.0	13.316672
133728389	32.3	-26.29	-35.13	0.0	3.55	0.0	-0.0537	0.154	0.9866	0.0	-34.19	-23.72	-34.55	0.0	3.77	0.0	-0.0036	0.1538	0.9881	0.0	0.4936	0.3801	0.0	-39.0	179.08	1274.33	0.0	12816824.0	13.336672
133748379	32.3	-26.28	-35.13	0.0	3.55	0.0	-0.0552	0.1551	0.9864	0.0	-34.2	-23.72	-34.54	0.0	3.76	0.0	-0.005	0.1525	0.9883	0.0	0.4945	0.3803	0.0	-40.81	178.34	1270.45	0.0	12836814.0	13.356662
133768379	32.29	-26.28	-35.13	0.0	3.55	0.0	-0.0563	0.1561	0.9861	0.0	-34.21	-23.72	-34.54	0.0	3.76	0.0	-0.0057	0.1508	0.9885	0.0	0.4951	0.381	0.0	-41.38	174.81	1250.89	0.0	12856814.0	13.376662
133788370	32.29	-26.27	-35.13	0.0	3.55	0.0	-0.0576	0.1577	0.9858	0.0	-34.21	-23.71	-34.54	0.0	3.75	0.0	-0.006	0.1501	0.9886	0.0	0.4956	0.381	0.0	-41.26	169.69	1213.83	0.0	12876805.0	13.396653
133808369	32.29	-26.27	-35.13	0.0	3.55	0.0	-0.0583	0.1599	0.9854	0.0	-34.22	-23.71	-34.54	0.0	3.75	0.0	-0.006	0.1503	0.9886	0.0	0.4959	0.3801	0.0	-40.62	166.34	1182.43	0.0	12896804.0	13.416652
133828359	32.29	-26.26	-35.14	0.0	3.56	0.0	-0.0584	0.1625	0.985	0.0	-34.22	-23.71	-34.54	0.0	3.74	0.0	-0.0057	0.1514	0.9885	0.0	0.4959	0.3783	0.0	-39.82	165.23	1160.97	0.0	12916794.0	13.436642
133848359	32.29	-26.25	-35.14	0.0	3.56	0.0	-0.0586	0.1648	0.9846	0.0	-34.22	-23.7	-34.54	0.0	3.74	0.0	-0.0058	0.1534	0.9881	0.0	0.496	0.3759	0.0	-39.89	167.28	1157.01	0.0	12936794.0	13.456642
133868350	32.29	-26.22	-35.15	0.0	3.56	0.0	-0.0572	0.1717	0.9835	0.0	-34.22	-23.7	-34.53	0.0	3.73	0.0	-0.0061	0.1552	0.9879	0.0	0.4958	0.3714	0.0	-38.48	168.61	1132.57	0.0	12956785.0	13.476633
133888349	32.3	-26.2	-35.15	0.0	3.56	0.0	-0.0562	0.1734	0.9833	0.0	-34.22	-23.69	-34.54	0.0	3.73	0.0	-0.005	0.1579	0.9874	0.0	0.4952	0.3686	0.0	-37.63	173.23	1144.03	0.0	12976784.0	13.496632
133908339	32.3	-26.19	-35.15	0.0	3.56	0.0	-0.0558	0.1745	0.9831	0.0	-34.22	-23.68	-34.54	0.0	3.72	0.0	-0.0037	0.1597	0.9872	0.0	0.4947	0.3671	0.0	-36.26	173.12	1132.83	0.0	12996774.0	13.516622
133928339	32.3	-26.17	-35.15	0.0	3.56	0.0	-0.0551	0.1761	0.9828	0.0	-34.23	-23.66	-34.55	0.0	3.73	0.0	-0.0019	0.1625	0.9867	0.0	0.494	0.3646	0.0	-34.59	174.76	1126.31	0.0	13016774.0	13.536622
133948329	32.3	-26.16	-35.16	0.0	3.56	0.0	-0.0548	0.1774	0.9826	0.0	-34.23	-23.65	-34.56	0.0	3.73	0.0	-0.0003	0.1646	0.9864	0.0	0.4934	0.3629	0.0	-32.98	173.69	1108.32	0.0	13036764.0	13.556612
133968329	32.3	-26.15	-35.16	0.0	3.55	0.0	-0.0543	0.1778	0.9826	0.0	-34.23	-23.64	-34.56	0.0	3.72	0.0	-0.0005	0.1657	0.9862	0.0	0.4933	0.3618	0.0	-33.33	177.83	1126.97	0.0	13056764.0	13.576612
133988320	32.3	-26.14	-35.16	0.0	3.55	0.0	-0.0534	0.1779	0.9826	0.0	-34.23	-23.64	-34.56	0.0	3.72	0.0	-0.0001	0.1675	0.9859	0.0	0.4929	0.3603	0.0	-33.24	183.26	1151.27	0.0	13076755.0	13.596603
134008319	32.3	-26.13	-35.16	0.0	3.56	0.0	-0.0529	0.1791	0.9824	0.0	-34.22	-23.63	-34.56	0.0	3.73	0.0	-0.0004	0.171	0.9853	0.0	0.4929	0.3571	0.0	-34.05	192.48	1186.5	0.0	13096754.0	13.616602
134028310	32.31	-26.13	-35.16	0.0	3.56	0.0	-0.0513	0.1794	0.9824	0.0	-34.22	-23.63	-34.55	0.0	3.73	0.0	-0.0003	0.1741	0.9847	0.0	0.4924	0.3545	0.0	-34.31	203.48	1235.92	0.0	13116745.0	13.636593
134048309	32.31	-26.12	-35.16	0.0	3.55	0.0	-0.0501	0.1797	0.9825	0.0	-34.22	-23.62	-34.55	0.0	3.73	0.0	0.0002	0.1752	0.9845	0.0	0.4919	0.3534	0.0	-33.73	207.89	1255.37	0.0	13136744.0	13.656592
134068299	32.31	-26.12	-35.15	0.0	3.56	0.0	-0.0489	0.1796	0.9825	0.0	-34.21	-23.62	-34.54	0.0	3.73	0.0	0.0016	0.1764	0.9843	0.0	0.491	0.3527	0.0	-32.07	209.2	1258.48	0.0	13156734.0	13.676582
134088299	32.32	-26.12	-35.15	0.0	3.56	0.0	-0.0474	0.1795	0.9826	0.0	-34.2	-23.63	-34.53	0.0	3.73	0.0	0.0013	0.1773	0.9842	0.0	0.4907	0.3517	0.0	-32.47	218.7	1307.86	0.0	13176734.0	13.696582
134108290	32.32	-26.13	-35.14	0.0	3.56	0.0	-0.0459	0.1799	0.9826	0.0	-34.19	-23.64	-34.52	0.0	3.74	0.0	0.0011	0.1794	0.9838	0.0	0.4903	0.3497	0.0	-32.58	228.89	1353.74	0.0	13196725.0	13.716573
134128289	32.33	-26.14	-35.14	0.0	3.57	0.0	-0.0442	0.1797	0.9827	0.0	-34.19	-23.64	-34.52	0.0	3.74	0.0	0.0007	0.1791	0.9838	0.0	0.4898	0.3492	0.0	-33.22	241.28	1423.8	0.0	13216724.0	13.736572
134148279	32.33	-26.15	-35.13	0.0	3.56	0.0	-0.0429	0.1799	0.9827	0.0	-34.18	-23.64	-34.52	0.0	3.74	0.0	0.001	0.1797	0.9837	0.0	0.4893	0.3485	0.0	-32.66	247.52	1454.63	0.0	13236714.0	13.756562
134168279	32.34	-26.16	-35.12	0.0	3.57	0.0	-0.0418	0.1799	0.9828	0.0	-34.18	-23.65	-34.52	0.0	3.74	0.0	0.002	0.18	0.9837	0.0	0.4887	0.3483	0.0	-31.11	248.04	1456.63	0.0	13256714.0	13.776562
134188270	32.34	-26.17	-35.12	0.0	3.56	0.0	-0.0404	0.1802	0.9828	0.0	-34.17	-23.65	-34.51	0.0	3.75	0.0	0.0029	0.1816	0.9834	0.0	0.488	0.347	0.0	-29.7	252.62	1473.38	0.0	13276705.0	13.796553
134208269	32.35	-26.18	-35.11	0.0	3.56	0.0	-0.0389	0.1798	0.9829	0.0	-34.16	-23.66	-34.49	0.0	3.74	0.0	0.0057	0.18	0.9837	0.0	0.4866	0.3485	0.0	-25.69	243.15	1430.38	0.0	13296704.0	13.816552
134228260	32.36	-26.19	-35.11	0.0	3.56	0.0	-0.038	0.1795	0.983	0.0	-34.15	-23.66	-34.48	0.0	3.73	0.0	0.0078	0.1787	0.9839	0.0	0.4857	0.3497	0.0	-22.83	235.41	1394.73	0.0	13316695.0	13.836543
134248259	32.37	-26.19	-35.11	0.0	3.55	0.0	-0.0364	0.1789	0.9832	0.0	-34.15	-23.66	-34.49	0.0	3.74	0.0	0.0106	0.1786	0.9839	0.0	0.4843	0.3505	0.0	-19.19	228.18	1357.75	0.0	13336694.0	13.856542
134268249	32.38	-26.2	-35.11	0.0	3.55	0.0	-0.0348	0.1785	0.9833	0.0	-34.12	-23.65	-34.48	0.0	3.75	0.0	0.0115	0.1798	0.9836	0.0	0.4835	0.3497	0.0	-17.63	232.36	1377.45	0.0	13356684.0	13.876532
134288249	32.4	-26.2	-35.12	0.0	3.54	0.0	-0.0333	0.1785	0.9834	0.0	-34.1	-23.64	-34.49	0.0	3.74	0.0	0.0136	0.1787	0.9838	0.0	0.4824	0.3505	0.0	-14.87	228.55	1360.99	0.0	13376684.0	13.896532
134308240	32.41	-26.2	-35.12	0.0	3.54	0.0	-0.0319	0.1783	0.9835	0.0	-34.08	-23.63	-34.5	0.0	3.74	0.0	0.0149	0.1786	0.9838	0.0	0.4816	0.3506	0.0	-12.96	228.67	1362.88	0.0	13396675.0	13.916523
134328239	32.42	-26.2	-35.13	0.0	3.53	0.0	-0.0305	0.1789	0.9834	0.0	-34.08	-23.63	-34.5	0.0	3.75	0.0	0.0159	0.1796	0.9836	0.0	0.4808	0.3495	0.0	-11.28	232.01	1374.89	0.0	13416674.0	13.936522
134348229	32.43	-26.2	-35.14	0.0	3.53	0.0	-0.0286	0.1793	0.9834	0.0	-34.07	-23.63	-34.51	0.0	3.75	0.0	0.0165	0.1799	0.9836	0.0	0.48	0.3487	0.0	-9.76	239.95	1415.61	0.0	13436664.0	13.956512
134368229	32.44	-26.21	-35.15	0.0	3.52	0.0	-0.0266	0.1793	0.9834	0.0	-34.06	-23.63	-34.5	0.0	3.74	0.0	0.0168	0.1795	0.9836	0.0	0.4793	0.3484	0.0	-8.32	249.4	1468.95	0.0	13456664.0	13.976512
134388219	32.45	-26.21	-35.15	0.0	3.52	0.0	-0.0251	0.1782	0.9837	0.0	-34.06	-23.63	-34.49	0.0	3.74	0.0	0.0175	0.1771	0.984	0.0	0.4786	0.35	0.0	-6.8	252.52	1501.56	0.0	13476654.0	13.996502
134408219	32.45	-26.21	-35.16	0.0	3.51	0.0	-0.0234	0.1765	0.984	0.0	-34.06	-23.63	-34.48	0.0	3.72	0.0	0.018	0.1746	0.9845	0.0	0.4779	0.352	0.0	-5.16	257.36	1547.46	0.0	13496654.0	14.016502
134428209	32.46	-26.22	-35.16	0.0	3.5	0.0	-0.0223	0.175	0.9843	0.0	-34.05	-23.64	-34.47	0.0	3.71	0.0	0.0186	0.1725	0.9848	0.0	0.4773	0.3539	0.0	-3.88	257.06	1563.12	0.0	13516644.0	14.036492
134448210	32.46	-26.22	-35.17	0.0	3.49	0.0	-0.0222	0.1736	0.9846	0.0	-34.04	-23.65	-34.47	0.0	3.7	0.0	0.0184	0.1723	0.9849	0.0	0.4773	0.3547	0.0	-3.94	258.59	1579.7	0.0	13536645.0	14.056493
134468199	32.46	-26.23	-35.17	0.0	3.49	0.0	-0.0226	0.1715	0.9849	0.0	-34.04	-23.66	-34.44	0.0	3.67	0.0	0.0196	0.168	0.9856	0.0	0.477	0.3589	0.0	-3.13	241.61	1512.67	0.0	13556634.0	14.076482
134488198	32.46	-26.24	-35.17	0.0	3.48	0.0	-0.0226	0.1689	0.9854	0.0	-34.04	-23.67	-34.44	0.0	3.67	0.0	0.0197	0.1678	0.9856	0.0	0.4769	0.3604	0.0	-3.08	239.72	1514.57	0.0	13576633.0	14.096481
134508190	32.46	-26.24	-35.17	0.0	3.48	0.0	-0.0228	0.1662	0.9858	0.0	-34.04	-23.68	-34.43	0.0	3.65	0.0	0.0203	0.166	0.9859	0.0	0.4768	0.3632	0.0	-2.73	231.5	1487.51	0.0	13596625.0	14.116473
134528189	32.46	-26.25	-35.17	0.0	3.48	0.0	-0.0235	0.1631	0.9863	0.0	-34.05	-23.69	-34.42	0.0	3.63	0.0	0.0203	0.1633	0.9864	0.0	0.4769	0.3667	0.0	-3.17	222.79	1462.48	0.0	13616624.0	14.136472
134548180	32.46	-26.26	-35.17	0.0	3.47	0.0	-0.0247	0.1605	0.9867	0.0	-34.05	-23.7	-34.41	0.0	3.62	0.0	0.02	0.1612	0.9867	0.0	0.4774	0.3698	0.0	-4.3	213.72	1429.74	0.0	13636615.0	14.156463
134568179	32.45	-26.26	-35.17	0.0	3.47	0.0	-0.0262	0.158	0.9871	0.0	-34.06	-23.71	-34.41	0.0	3.61	0.0	0.0202	0.16	0.9869	0.0	0.4777	0.3724	0.0	-5.08	201.92	1373.5	0.0	13656614.0	14.176462
134588170	32.45	-26.27	-35.17	0.0	3.47	0.0	-0.0279	0.1563	0.9873	0.0	-34.06	-23.71	-34.41	0.0	3.6	0.0	0.0199	0.1593	0.987	0.0	0.4783	0.3743	0.0	-6.36	193.11	1329.51	0.0	13676605.0	14.196453
134608169	32.45	-26.27	-35.17	0.0	3.48	0.0	-0.03	0.1553	0.9874	0.0	-34.07	-23.72	-34.41	0.0	3.59	0.0	0.0197	0.1589	0.9871	0.0	0.479	0.3758	0.0	-7.67	183.94	1278.19	0.0	13696604.0	14.216452
134628159	32.44	-26.28	-35.18	0.0	3.48	0.0	-0.0319	0.1546	0.9875	0.0	-34.07	-23.72	-34.4	0.0	3.56	0.0	0.0212	0.1561	0.9875	0.0	0.4791	0.3788	0.0	-7.52	169.29	1200.35	0.0	13716594.0	14.236442
134648159	32.44	-26.28	-35.18	0.0	3.48	0.0	-0.0327	0.1542	0.9875	0.0	-34.08	-23.72	-34.4	0.0	3.56	0.0	0.0213	0.1562	0.9875	0.0	0.4794	0.3793	0.0	-7.84	165.55	1177.6	0.0	13736594.0	14.256442
134668149	32.44	-26.28	-35.18	0.0	3.49	0.0	-0.0334	0.1544	0.9874	0.0	-34.08	-23.72	-34.4	0.0	3.56	0.0	0.0215	0.1567	0.9874	0.0	0.4795	0.3792	0.0	-8.04	163.21	1159.76	0.0	13756584.0	14.276432
134688149	32.44	-26.28	-35.18	0.0	3.49	0.0	-0.0329	0.1539	0.9875	0.0	-34.09	-23.72	-34.4	0.0	3.57	0.0	0.021	0.1579	0.9872	0.0	0.4795	0.3785	0.0	-8.12	166.07	1175.08	0.0	13776584.0	14.296432
134708139	32.44	-26.28	-35.18	0.0	3.49	0.0	-0.0323	0.1552	0.9874	0.0	-34.1	-23.69	-34.44	0.0	3.56	0.0	0.0251	0.156	0.9874	0.0	0.4781	0.3799	0.0	-5.01	155.22	1108.92	0.0	13796574.0	14.316422
134728138	32.44	-26.28	-35.18	0.0	3.49	0.0	-0.031	0.1556	0.9873	0.0	-34.11	-23.69	-34.46	0.0	3.56	0.0	0.0275	0.1554	0.9875	0.0	0.4769	0.3803	0.0	-2.85	151.92	1088.51	0.0	13816573.0	14.336421
