index	l_pup_cent_x	l_pup_cent_y	l_pup_cent_z	l_pup_cent_val	l_pup_diam	l_pup_diam_val	l_gaze_dir_x	l_gaze_dir_y	l_gaze_dir_z	l_gaze_dir_val	r_pup_cent_x	r_pup_cent_y	r_pup_cent_z	r_pup_cent_val	r_pup_diam	r_pup_diam_val	r_gaze_dir_x	r_gaze_dir_y	r_gaze_dir_z	r_gaze_dir_val	gaze_pos_x	gaze_pos_y	gaze_pos_val	3d_gaze_pos_x	3d_gaze_pos_y	3d_gaze_pos_z	3d_gaze_pos_val	vts_time	seconds
134748129	32.45	-26.29	-35.18	0.0	3.49	0.0	-0.0296	0.1552	0.9874	0.0	-34.1	-23.69	-34.45	0.0	3.56	0.0	0.0279	0.1551	0.9875	0.0	0.4763	0.3803	0.0	-1.78	154.62	1108.26	0.0	13836564.0	14.356412
134768129	32.46	-26.29	-35.17	0.0	3.48	0.0	-0.0283	0.1546	0.9876	0.0	-34.09	-23.69	-34.44	0.0	3.56	0.0	0.0279	0.1548	0.9876	0.0	0.4759	0.3804	0.0	-1.03	158.07	1134.09	0.0	13856564.0	14.376412
134788119	32.47	-26.3	-35.17	0.0	3.49	0.0	-0.0256	0.1538	0.9878	0.0	-34.08	-23.7	-34.43	0.0	3.57	0.0	0.0284	0.1544	0.9876	0.0	0.4749	0.3803	0.0	0.9	165.08	1183.52	0.0	13876554.0	14.396402
134808119	32.49	-26.31	-35.17	0.0	3.49	0.0	-0.0206	0.153	0.988	0.0	-34.07	-23.7	-34.42	0.0	3.57	0.0	0.0288	0.1549	0.9875	0.0	0.4732	0.3789	0.0	4.75	181.78	1292.02	0.0	13896554.0	14.416402
134828110	32.5	-26.32	-35.17	0.0	3.49	0.0	-0.0158	0.1524	0.9882	0.0	-34.03	-23.71	-34.43	0.0	3.58	0.0	0.0303	0.152	0.9879	0.0	0.4712	0.3795	0.0	9.72	194.86	1392.2	0.0	13916545.0	14.436393
134848109	32.52	-26.33	-35.18	0.0	3.49	0.0	-0.0123	0.1525	0.9882	0.0	-34.01	-23.72	-34.43	0.0	3.58	0.0	0.0323	0.1518	0.9879	0.0	0.4695	0.3791	0.0	14.15	202.25	1441.15	0.0	13936544.0	14.456392
134868099	32.53	-26.33	-35.18	0.0	3.49	0.0	-0.01	0.1531	0.9882	0.0	-34.01	-23.72	-34.42	0.0	3.59	0.0	0.0329	0.1529	0.9877	0.0	0.4687	0.3775	0.0	16.97	212.34	1497.95	0.0	13956534.0	14.476382
134888099	32.55	-26.33	-35.19	0.0	3.49	0.0	-0.0076	0.1542	0.988	0.0	-33.99	-23.72	-34.41	0.0	3.59	0.0	0.0329	0.1531	0.9877	0.0	0.4679	0.376	0.0	20.0	227.35	1587.66	0.0	13976534.0	14.496382
134908089	32.55	-26.33	-35.19	0.0	3.49	0.0	-0.0063	0.1545	0.988	0.0	-33.98	-23.72	-34.41	0.0	3.59	0.0	0.0333	0.1539	0.9875	0.0	0.4674	0.375	0.0	22.03	234.46	1627.51	0.0	13996524.0	14.516372
134928089	32.55	-26.33	-35.19	0.0	3.48	0.0	-0.0064	0.1542	0.988	0.0	-33.96	-23.72	-34.41	0.0	3.59	0.0	0.0342	0.1544	0.9874	0.0	0.4672	0.3752	0.0	22.11	228.19	1586.51	0.0	14016524.0	14.536372
134948079	32.57	-26.32	-35.2	0.0	3.48	0.0	-0.0031	0.1555	0.9878	0.0	-33.95	-23.72	-34.42	0.0	3.6	0.0	0.0362	0.1548	0.9873	0.0	0.4656	0.3737	0.0	27.3	237.57	1636.53	0.0	14036514.0	14.556362
134968079	32.59	-26.31	-35.2	0.0	3.48	0.0	0.0009	0.1569	0.9876	0.0	-33.94	-23.71	-34.43	0.0	3.6	0.0	0.0379	0.156	0.987	0.0	0.4638	0.3714	0.0	34.19	256.49	1741.48	0.0	14056514.0	14.576362
134988069	32.6	-26.31	-35.2	0.0	3.49	0.0	0.0023	0.1577	0.9875	0.0	-33.93	-23.7	-34.44	0.0	3.6	0.0	0.0392	0.1575	0.9867	0.0	0.463	0.37	0.0	36.83	259.84	1749.25	0.0	14076504.0	14.596352
135008070	32.6	-26.31	-35.2	0.0	3.48	0.0	0.0029	0.158	0.9874	0.0	-33.92	-23.71	-34.44	0.0	3.6	0.0	0.039	0.1575	0.9867	0.0	0.4629	0.3696	0.0	38.05	266.47	1788.68	0.0	14096505.0	14.616353
135028059	32.61	-26.31	-35.19	0.0	3.49	0.0	0.0033	0.1575	0.9875	0.0	-33.92	-23.71	-34.43	0.0	3.61	0.0	0.0394	0.1585	0.9866	0.0	0.4627	0.3694	0.0	38.57	265.37	1779.55	0.0	14116494.0	14.636342
135048058	32.61	-26.31	-35.19	0.0	3.49	0.0	0.0042	0.1572	0.9876	0.0	-33.9	-23.73	-34.4	0.0	3.6	0.0	0.0388	0.1559	0.987	0.0	0.4625	0.3705	0.0	40.69	276.16	1864.58	0.0	14136493.0	14.656341
135068049	32.61	-26.31	-35.19	0.0	3.49	0.0	0.0051	0.1569	0.9876	0.0	-33.9	-23.74	-34.39	0.0	3.6	0.0	0.0393	0.155	0.9871	0.0	0.4621	0.371	0.0	42.43	278.04	1884.28	0.0	14156484.0	14.676332
135088049	32.61	-26.31	-35.19	0.0	3.49	0.0	0.0055	0.1564	0.9877	0.0	-33.9	-23.73	-34.4	0.0	3.6	0.0	0.041	0.1559	0.9869	0.0	0.4614	0.3712	0.0	43.04	268.24	1819.89	0.0	14176484.0	14.696332
135108040	32.61	-26.3	-35.19	0.0	3.5	0.0	0.0057	0.1563	0.9877	0.0	-33.9	-23.72	-34.41	0.0	3.61	0.0	0.0424	0.157	0.9867	0.0	0.461	0.3709	0.0	42.85	258.45	1751.21	0.0	14196475.0	14.716323
135128039	32.61	-26.3	-35.19	0.0	3.51	0.0	0.0057	0.1567	0.9876	0.0	-33.9	-23.72	-34.42	0.0	3.62	0.0	0.0428	0.1565	0.9868	0.0	0.4608	0.3711	0.0	42.87	256.14	1737.27	0.0	14216474.0	14.736322
135148030	32.61	-26.3	-35.19	0.0	3.51	0.0	0.0056	0.1568	0.9876	0.0	-33.9	-23.72	-34.42	0.0	3.62	0.0	0.0424	0.1572	0.9867	0.0	0.461	0.3706	0.0	42.64	258.37	1746.62	0.0	14236465.0	14.756313
135168029	32.61	-26.3	-35.19	0.0	3.52	0.0	0.0051	0.1573	0.9875	0.0	-33.9	-23.73	-34.41	0.0	3.62	0.0	0.0421	0.1565	0.9868	0.0	0.4612	0.3708	0.0	41.78	257.12	1740.5	0.0	14256464.0	14.776312
135188020	32.61	-26.3	-35.19	0.0	3.52	0.0	0.0045	0.1578	0.9875	0.0	-33.9	-23.73	-34.4	0.0	3.62	0.0	0.0415	0.1547	0.9871	0.0	0.4616	0.3716	0.0	40.61	255.14	1735.24	0.0	14276455.0	14.796303
135208019	32.6	-26.29	-35.19	0.0	3.53	0.0	0.0036	0.1583	0.9874	0.0	-33.91	-23.74	-34.4	0.0	3.62	0.0	0.0404	0.1533	0.9874	0.0	0.4622	0.3722	0.0	38.6	253.2	1728.56	0.0	14296454.0	14.816302
135228009	32.59	-26.29	-35.19	0.0	3.54	0.0	0.0019	0.159	0.9873	0.0	-33.93	-23.75	-34.42	0.0	3.62	0.0	0.0372	0.1511	0.9878	0.0	0.4637	0.3729	0.0	34.67	255.31	1750.75	0.0	14316444.0	14.836292
135248009	32.56	-26.28	-35.18	0.0	3.55	0.0	-0.0035	0.1581	0.9874	0.0	-33.96	-23.77	-34.42	0.0	3.62	0.0	0.0331	0.15	0.9881	0.0	0.4666	0.3746	0.0	25.13	244.07	1690.36	0.0	14336444.0	14.856292
135268000	32.54	-26.28	-35.18	0.0	3.56	0.0	-0.0078	0.1556	0.9878	0.0	-33.98	-23.78	-34.42	0.0	3.63	0.0	0.0304	0.1495	0.9883	0.0	0.4687	0.3767	0.0	18.6	235.8	1654.41	0.0	14356435.0	14.876283
135287998	32.52	-26.28	-35.18	0.0	3.56	0.0	-0.011	0.1538	0.988	0.0	-34.0	-23.79	-34.42	0.0	3.64	0.0	0.029	0.1497	0.9883	0.0	0.4702	0.3781	0.0	14.08	225.78	1598.17	0.0	14376433.0	14.896281
135307989	32.5	-26.28	-35.18	0.0	3.57	0.0	-0.0132	0.1523	0.9882	0.0	-34.01	-23.8	-34.43	0.0	3.64	0.0	0.0274	0.1498	0.9883	0.0	0.4713	0.3791	0.0	10.8	221.98	1581.11	0.0	14396424.0	14.916272
135327989	32.49	-26.28	-35.18	0.0	3.57	0.0	-0.0154	0.1515	0.9883	0.0	-34.02	-23.8	-34.43	0.0	3.64	0.0	0.0261	0.1499	0.9884	0.0	0.4724	0.3798	0.0	7.83	216.59	1549.63	0.0	14416424.0	14.936272
135347979	32.48	-26.28	-35.18	0.0	3.58	0.0	-0.0176	0.1512	0.9883	0.0	-34.02	-23.8	-34.44	0.0	3.64	0.0	0.0252	0.1499	0.9884	0.0	0.4733	0.3804	0.0	5.13	209.27	1503.05	0.0	14436414.0	14.956262
135367979	32.47	-26.28	-35.18	0.0	3.58	0.0	-0.0199	0.1512	0.9883	0.0	-34.03	-23.8	-34.44	0.0	3.64	0.0	0.0241	0.1497	0.9884	0.0	0.4744	0.3811	0.0	2.37	202.61	1460.85	0.0	14456414.0	14.976262
135387970	32.47	-26.27	-35.18	0.0	3.59	0.0	-0.0215	0.1509	0.9883	0.0	-34.04	-23.8	-34.45	0.0	3.65	0.0	0.0228	0.1499	0.9884	0.0	0.4753	0.3812	0.0	0.18	200.99	1450.22	0.0	14476405.0	14.996253
135407969	32.46	-26.27	-35.18	0.0	3.59	0.0	-0.0232	0.1503	0.9884	0.0	-34.05	-23.8	-34.46	0.0	3.65	0.0	0.0215	0.1505	0.9884	0.0	0.4762	0.3814	0.0	-2.1	199.03	1437.62	0.0	14496404.0	15.016252
135427959	32.45	-26.27	-35.18	0.0	3.6	0.0	-0.025	0.15	0.9884	0.0	-34.06	-23.79	-34.47	0.0	3.65	0.0	0.0199	0.15	0.9885	0.0	0.4773	0.382	0.0	-4.62	197.29	1429.76	0.0	14516394.0	15.036242
135447959	32.44	-26.26	-35.17	0.0	3.6	0.0	-0.0265	0.1501	0.9883	0.0	-34.07	-23.79	-34.47	0.0	3.66	0.0	0.0184	0.1511	0.9883	0.0	0.4782	0.3814	0.0	-6.76	197.76	1427.1	0.0	14536394.0	15.056242
135467949	32.44	-26.26	-35.17	0.0	3.6	0.0	-0.0277	0.1512	0.9881	0.0	-34.07	-23.79	-34.48	0.0	3.67	0.0	0.017	0.1513	0.9883	0.0	0.479	0.3807	0.0	-8.77	199.65	1433.39	0.0	14556384.0	15.076232
135487950	32.43	-26.26	-35.16	0.0	3.61	0.0	-0.0287	0.1525	0.9879	0.0	-34.08	-23.79	-34.49	0.0	3.67	0.0	0.0156	0.1515	0.9883	0.0	0.4798	0.3797	0.0	-10.65	202.97	1447.49	0.0	14576385.0	15.096233
135507939	32.43	-26.25	-35.16	0.0	3.61	0.0	-0.0293	0.1537	0.9877	0.0	-34.08	-23.78	-34.49	0.0	3.67	0.0	0.0147	0.152	0.9883	0.0	0.4803	0.3786	0.0	-11.93	206.06	1458.66	0.0	14596374.0	15.116222
135527939	32.42	-26.25	-35.15	0.0	3.61	0.0	-0.0299	0.1547	0.9875	0.0	-34.09	-23.78	-34.5	0.0	3.67	0.0	0.0142	0.1531	0.9881	0.0	0.4806	0.3775	0.0	-12.74	207.28	1455.93	0.0	14616374.0	15.136222
135547929	32.42	-26.25	-35.15	0.0	3.6	0.0	-0.0303	0.1552	0.9874	0.0	-34.1	-23.77	-34.51	0.0	3.68	0.0	0.0143	0.1599	0.987	0.0	0.4808	0.3739	0.0	-12.64	206.29	1414.97	0.0	14636364.0	15.156212
135567929	32.42	-26.25	-35.14	0.0	3.59	0.0	-0.0303	0.155	0.9874	0.0	-34.1	-23.78	-34.5	0.0	3.68	0.0	0.0153	0.161	0.9868	0.0	0.4805	0.3737	0.0	-11.55	200.7	1375.11	0.0	14656364.0	15.176212
135587919	32.42	-26.25	-35.14	0.0	3.58	0.0	-0.0303	0.155	0.9875	0.0	-34.11	-23.77	-34.51	0.0	3.68	0.0	0.0167	0.1626	0.9866	0.0	0.4801	0.3735	0.0	-10.2	192.6	1318.01	0.0	14676354.0	15.196202
135607919	32.41	-26.25	-35.13	0.0	3.58	0.0	-0.03	0.1561	0.9873	0.0	-34.1	-23.77	-34.5	0.0	3.67	0.0	0.0176	0.1639	0.9863	0.0	0.4797	0.3723	0.0	-9.22	191.07	1298.05	0.0	14696354.0	15.216202
135627909	32.41	-26.25	-35.12	0.0	3.58	0.0	-0.0303	0.157	0.9871	0.0	-34.1	-23.77	-34.5	0.0	3.68	0.0	0.0168	0.1632	0.9865	0.0	0.4801	0.3719	0.0	-10.18	195.79	1326.36	0.0	14716344.0	15.236192
135647909	32.41	-26.25	-35.12	0.0	3.57	0.0	-0.0302	0.1579	0.987	0.0	-34.1	-23.77	-34.5	0.0	3.67	0.0	0.0163	0.1633	0.9864	0.0	0.4802	0.371	0.0	-10.67	200.5	1350.7	0.0	14736344.0	15.256192
135667900	32.42	-26.24	-35.12	0.0	3.57	0.0	-0.0303	0.1588	0.9868	0.0	-34.1	-23.76	-34.5	0.0	3.67	0.0	0.0171	0.1655	0.9861	0.0	0.48	0.3697	0.0	-9.88	197.11	1316.51	0.0	14756335.0	15.276183
135687899	32.42	-26.24	-35.12	0.0	3.56	0.0	-0.0304	0.1593	0.9868	0.0	-34.1	-23.76	-34.5	0.0	3.67	0.0	0.0179	0.168	0.9856	0.0	0.4799	0.3686	0.0	-9.13	191.44	1269.76	0.0	14776334.0	15.296182
135707890	32.42	-26.24	-35.12	0.0	3.56	0.0	-0.0304	0.1605	0.9866	0.0	-34.09	-23.76	-34.5	0.0	3.68	0.0	0.0185	0.1711	0.9851	0.0	0.4797	0.3665	0.0	-8.51	188.36	1233.83	0.0	14796325.0	15.316173
135727889	32.42	-26.23	-35.12	0.0	3.56	0.0	-0.03	0.1616	0.9864	0.0	-34.09	-23.75	-34.5	0.0	3.68	0.0	0.019	0.1736	0.9846	0.0	0.4795	0.3647	0.0	-7.83	187.41	1214.13	0.0	14816324.0	15.336172
135747879	32.43	-26.23	-35.12	0.0	3.55	0.0	-0.029	0.1627	0.9863	0.0	-34.09	-23.75	-34.5	0.0	3.69	0.0	0.0192	0.1756	0.9843	0.0	0.4791	0.3629	0.0	-7.06	190.29	1219.09	0.0	14836314.0	15.356162
135767879	32.43	-26.22	-35.12	0.0	3.56	0.0	-0.0281	0.1651	0.9859	0.0	-34.09	-23.74	-34.5	0.0	3.69	0.0	0.0195	0.1768	0.984	0.0	0.4788	0.3604	0.0	-6.43	197.77	1248.46	0.0	14856314.0	15.376162
135787870	32.44	-26.22	-35.12	0.0	3.56	0.0	-0.0276	0.1673	0.9855	0.0	-34.09	-23.73	-34.51	0.0	3.71	0.0	0.0196	0.177	0.984	0.0	0.4786	0.3586	0.0	-6.19	205.74	1285.19	0.0	14876305.0	15.396153
135807870	32.44	-26.21	-35.13	0.0	3.56	0.0	-0.0273	0.1693	0.9852	0.0	-34.1	-23.71	-34.53	0.0	3.72	0.0	0.0207	0.1771	0.984	0.0	0.4782	0.3573	0.0	-5.22	207.2	1284.88	0.0	14896305.0	15.416153
135827860	32.45	-26.21	-35.13	0.0	3.56	0.0	-0.026	0.1716	0.9848	0.0	-34.09	-23.7	-34.52	0.0	3.73	0.0	0.021	0.1769	0.984	0.0	0.4778	0.3555	0.0	-4.37	217.61	1335.44	0.0	14916295.0	15.436143
135847859	32.45	-26.2	-35.13	0.0	3.56	0.0	-0.0249	0.1737	0.9845	0.0	-34.07	-23.71	-34.5	0.0	3.75	0.0	0.0177	0.1794	0.9836	0.0	0.4784	0.3517	0.0	-6.32	244.28	1465.95	0.0	14936294.0	15.456142
135867850	32.46	-26.2	-35.13	0.0	3.56	0.0	-0.0235	0.1749	0.9843	0.0	-34.06	-23.71	-34.49	0.0	3.74	0.0	0.0182	0.178	0.9839	0.0	0.4778	0.3512	0.0	-5.0	254.12	1521.61	0.0	14956285.0	15.476133
135887849	32.46	-26.2	-35.13	0.0	3.56	0.0	-0.0217	0.1763	0.9841	0.0	-34.07	-23.7	-34.51	0.0	3.75	0.0	0.0198	0.1776	0.9839	0.0	0.4768	0.3505	0.0	-2.26	258.03	1539.13	0.0	14976284.0	15.496132
135907839	32.47	-26.2	-35.13	0.0	3.56	0.0	-0.0202	0.1772	0.984	0.0	-34.07	-23.7	-34.5	0.0	3.75	0.0	0.0215	0.1767	0.984	0.0	0.4758	0.3505	0.0	0.26	257.23	1534.41	0.0	14996274.0	15.516122
135927839	32.48	-26.2	-35.13	0.0	3.56	0.0	-0.0189	0.1783	0.9838	0.0	-34.07	-23.7	-34.5	0.0	3.76	0.0	0.023	0.1758	0.9841	0.0	0.4749	0.3504	0.0	2.43	255.45	1523.51	0.0	15016274.0	15.536122
135947829	32.48	-26.2	-35.13	0.0	3.57	0.0	-0.0179	0.1795	0.9836	0.0	-34.06	-23.7	-34.5	0.0	3.76	0.0	0.0246	0.1753	0.9842	0.0	0.4741	0.3502	0.0	4.45	251.21	1496.69	0.0	15036264.0	15.556112
135967830	32.49	-26.2	-35.13	0.0	3.57	0.0	-0.0161	0.1799	0.9835	0.0	-34.06	-23.69	-34.5	0.0	3.78	0.0	0.0252	0.1753	0.9842	0.0	0.4734	0.3495	0.0	6.47	258.24	1533.69	0.0	15056265.0	15.576113
135987819	32.5	-26.2	-35.13	0.0	3.57	0.0	-0.014	0.181	0.9834	0.0	-34.05	-23.69	-34.5	0.0	3.78	0.0	0.0262	0.1747	0.9843	0.0	0.4724	0.349	0.0	9.15	263.56	1560.8	0.0	15076254.0	15.596102
136007818	32.51	-26.2	-35.13	0.0	3.58	0.0	-0.0118	0.1813	0.9834	0.0	-34.03	-23.69	-34.48	0.0	3.79	0.0	0.0269	0.174	0.9844	0.0	0.4715	0.3488	0.0	11.83	271.48	1606.8	0.0	15096253.0	15.616101
136027809	32.51	-26.2	-35.13	0.0	3.58	0.0	-0.0102	0.1815	0.9833	0.0	-34.02	-23.69	-34.48	0.0	3.79	0.0	0.0278	0.1749	0.9842	0.0	0.4708	0.3479	0.0	14.23	279.65	1646.77	0.0	15116244.0	15.636092
136047809	32.52	-26.2	-35.13	0.0	3.59	0.0	-0.0086	0.1821	0.9833	0.0	-34.02	-23.68	-34.48	0.0	3.8	0.0	0.0292	0.1753	0.9841	0.0	0.4698	0.3472	0.0	16.96	281.66	1653.05	0.0	15136244.0	15.656092
136067800	32.52	-26.2	-35.14	0.0	3.59	0.0	-0.0072	0.1829	0.9831	0.0	-34.01	-23.67	-34.48	0.0	3.81	0.0	0.03	0.176	0.9839	0.0	0.4692	0.3461	0.0	19.08	287.43	1677.14	0.0	15156235.0	15.676083
136087800	32.53	-26.2	-35.14	0.0	3.6	0.0	-0.0063	0.1835	0.983	0.0	-34.0	-23.67	-34.47	0.0	3.82	0.0	0.0303	0.1766	0.9838	0.0	0.4688	0.3452	0.0	20.39	293.03	1701.56	0.0	15176235.0	15.696083
136107789	32.53	-26.21	-35.13	0.0	3.61	0.0	-0.0073	0.1847	0.9828	0.0	-34.0	-23.67	-34.46	0.0	3.83	0.0	0.0299	0.1775	0.9837	0.0	0.4693	0.3443	0.0	18.85	289.21	1670.8	0.0	15196224.0	15.716072
136127788	32.53	-26.21	-35.13	0.0	3.63	0.0	-0.0061	0.1846	0.9828	0.0	-34.0	-23.68	-34.44	0.0	3.84	0.0	0.0296	0.1828	0.9827	0.0	0.469	0.3405	0.0	21.18	317.76	1798.29	0.0	15216223.0	15.736071
136147780	32.52	-26.21	-35.13	0.0	3.63	0.0	-0.0056	0.1833	0.983	0.0	-34.0	-23.68	-34.44	0.0	3.84	0.0	0.0288	0.1817	0.9829	0.0	0.4691	0.3415	0.0	21.65	328.05	1866.28	0.0	15236215.0	15.756063
136167779	32.52	-26.21	-35.13	0.0	3.63	0.0	-0.0062	0.1827	0.9831	0.0	-34.0	-23.68	-34.43	0.0	3.84	0.0	0.0288	0.1816	0.9829	0.0	0.4693	0.342	0.0	20.82	321.65	1835.4	0.0	15256214.0	15.776062
136187769	32.52	-26.21	-35.13	0.0	3.63	0.0	-0.0076	0.182	0.9833	0.0	-34.0	-23.68	-34.42	0.0	3.84	0.0	0.0283	0.1826	0.9828	0.0	0.4699	0.3423	0.0	18.47	312.37	1784.18	0.0	15276204.0	15.796052
136207769	32.51	-26.21	-35.13	0.0	3.63	0.0	-0.0094	0.1814	0.9834	0.0	-34.01	-23.69	-34.41	0.0	3.85	0.0	0.0268	0.1851	0.9824	0.0	0.4709	0.3414	0.0	14.99	307.34	1747.27	0.0	15296204.0	15.816052
136227759	32.5	-26.21	-35.13	0.0	3.63	0.0	-0.011	0.1811	0.9834	0.0	-34.02	-23.69	-34.41	0.0	3.85	0.0	0.0259	0.1865	0.9821	0.0	0.4717	0.3413	0.0	12.28	297.0	1686.63	0.0	15316194.0	15.836042
136247760	32.5	-26.21	-35.13	0.0	3.63	0.0	-0.013	0.1811	0.9834	0.0	-34.03	-23.69	-34.4	0.0	3.86	0.0	0.0248	0.188	0.9818	0.0	0.4727	0.3409	0.0	9.15	286.12	1621.48	0.0	15336195.0	15.856043
136267750	32.49	-26.2	-35.13	0.0	3.63	0.0	-0.0152	0.1809	0.9834	0.0	-34.04	-23.69	-34.4	0.0	3.87	0.0	0.0239	0.1894	0.9816	0.0	0.4736	0.3409	0.0	6.25	272.69	1544.84	0.0	15356185.0	15.876033
136287748	32.48	-26.2	-35.13	0.0	3.64	0.0	-0.0172	0.181	0.9833	0.0	-34.05	-23.69	-34.4	0.0	3.87	0.0	0.0226	0.1909	0.9813	0.0	0.4747	0.3405	0.0	3.4	264.73	1495.52	0.0	15376183.0	15.896031
136307739	32.47	-26.19	-35.14	0.0	3.64	0.0	-0.0193	0.181	0.9833	0.0	-34.06	-23.68	-34.41	0.0	3.87	0.0	0.0216	0.1919	0.9812	0.0	0.4757	0.3404	0.0	0.93	254.91	1439.53	0.0	15396174.0	15.916022
136327739	32.47	-26.19	-35.14	0.0	3.63	0.0	-0.0213	0.1814	0.9832	0.0	-34.06	-23.68	-34.41	0.0	3.88	0.0	0.0208	0.1928	0.981	0.0	0.4766	0.3402	0.0	-1.19	246.91	1392.45	0.0	15416174.0	15.936022
136347729	32.46	-26.18	-35.14	0.0	3.63	0.0	-0.023	0.1824	0.9829	0.0	-34.07	-23.67	-34.42	0.0	3.88	0.0	0.02	0.1934	0.9809	0.0	0.4774	0.3394	0.0	-2.97	245.08	1375.85	0.0	15436164.0	15.956012
136367729	32.46	-26.17	-35.15	0.0	3.64	0.0	-0.0246	0.1833	0.9827	0.0	-34.08	-23.66	-34.42	0.0	3.88	0.0	0.0187	0.1944	0.9807	0.0	0.4783	0.3385	0.0	-5.04	244.33	1364.75	0.0	15456164.0	15.976012
136387719	32.45	-26.17	-35.15	0.0	3.64	0.0	-0.0256	0.1844	0.9825	0.0	-34.08	-23.65	-34.43	0.0	3.89	0.0	0.018	0.1946	0.9807	0.0	0.4788	0.3377	0.0	-6.27	246.34	1370.02	0.0	15476154.0	15.996002
136407719	32.45	-26.16	-35.15	0.0	3.64	0.0	-0.0261	0.1856	0.9823	0.0	-34.08	-23.64	-34.43	0.0	3.89	0.0	0.0182	0.1949	0.9807	0.0	0.4789	0.3369	0.0	-6.45	246.46	1364.99	0.0	15496154.0	16.016002
136427709	32.45	-26.16	-35.15	0.0	3.64	0.0	-0.0266	0.1864	0.9821	0.0	-34.09	-23.64	-34.44	0.0	3.9	0.0	0.0178	0.1958	0.9805	0.0	0.4792	0.336	0.0	-7.11	247.29	1362.64	0.0	15516144.0	16.035992
136447710	32.44	-26.15	-35.15	0.0	3.64	0.0	-0.0268	0.1869	0.982	0.0	-34.09	-23.63	-34.44	0.0	3.89	0.0	0.0172	0.1967	0.9803	0.0	0.4795	0.3352	0.0	-7.7	248.59	1364.28	0.0	15536145.0	16.055993
136467699	32.44	-26.15	-35.15	0.0	3.64	0.0	-0.0269	0.1872	0.982	0.0	-34.09	-23.63	-34.44	0.0	3.89	0.0	0.0169	0.1981	0.98	0.0	0.4797	0.3343	0.0	-7.96	247.69	1353.37	0.0	15556134.0	16.075982
136487699	32.44	-26.14	-35.15	0.0	3.64	0.0	-0.0271	0.1873	0.9819	0.0	-34.09	-23.62	-34.45	0.0	3.89	0.0	0.0172	0.1994	0.9798	0.0	0.4796	0.3338	0.0	-7.62	242.18	1319.94	0.0	15576134.0	16.095982
136507690	32.44	-26.14	-35.15	0.0	3.63	0.0	-0.0268	0.1875	0.9819	0.0	-34.09	-23.62	-34.45	0.0	3.89	0.0	0.0175	0.2006	0.9795	0.0	0.4795	0.3332	0.0	-7.19	239.74	1302.57	0.0	15596125.0	16.115973
136527689	32.44	-26.13	-35.15	0.0	3.63	0.0	-0.0266	0.1882	0.9818	0.0	-34.1	-23.62	-34.45	0.0	3.89	0.0	0.017	0.2015	0.9793	0.0	0.4796	0.3322	0.0	-7.48	243.37	1315.16	0.0	15616124.0	16.135972
136547679	32.43	-26.13	-35.15	0.0	3.63	0.0	-0.0264	0.189	0.9816	0.0	-34.09	-23.6	-34.45	0.0	3.86	0.0	0.0151	0.2028	0.9791	0.0	0.4801	0.3305	0.0	-8.88	253.64	1358.83	0.0	15636114.0	16.155962
136567680	32.43	-26.12	-35.15	0.0	3.62	0.0	-0.0261	0.1899	0.9815	0.0	-34.08	-23.58	-34.45	0.0	3.83	0.0	0.0121	0.2054	0.9786	0.0	0.481	0.3281	0.0	-11.09	264.5	1399.94	0.0	15656115.0	16.175963
136587669	32.42	-26.11	-35.15	0.0	3.62	0.0	-0.0261	0.1903	0.9814	0.0	-34.08	-23.56	-34.47	0.0	3.82	0.0	0.0108	0.2077	0.9781	0.0	0.4814	0.3268	0.0	-11.83	261.64	1375.79	0.0	15676104.0	16.195952
136607669	32.42	-26.11	-35.15	0.0	3.62	0.0	-0.0261	0.1909	0.9813	0.0	-34.08	-23.55	-34.47	0.0	3.81	0.0	0.0108	0.2073	0.9782	0.0	0.4815	0.3264	0.0	-12.16	267.98	1406.27	0.0	15696104.0	16.215952
136627660	32.42	-26.1	-35.14	0.0	3.62	0.0	-0.0264	0.1914	0.9812	0.0	-34.09	-23.55	-34.48	0.0	3.81	0.0	0.0111	0.2067	0.9783	0.0	0.4814	0.3262	0.0	-12.21	272.0	1426.04	0.0	15716095.0	16.235943
136647659	32.41	-26.09	-35.14	0.0	3.61	0.0	-0.0266	0.1924	0.981	0.0	-34.09	-23.54	-34.48	0.0	3.81	0.0	0.011	0.2068	0.9783	0.0	0.4815	0.3255	0.0	-12.63	276.68	1444.95	0.0	15736094.0	16.255942
136667650	32.41	-26.09	-35.14	0.0	3.61	0.0	-0.0268	0.1935	0.9807	0.0	-34.09	-23.54	-34.48	0.0	3.8	0.0	0.0108	0.2065	0.9784	0.0	0.4817	0.3246	0.0	-13.32	286.68	1490.84	0.0	15756085.0	16.275933
136687649	32.4	-26.09	-35.13	0.0	3.61	0.0	-0.0268	0.1949	0.9805	0.0	-34.09	-23.54	-34.48	0.0	3.8	0.0	0.0112	0.2063	0.9784	0.0	0.4816	0.3237	0.0	-13.27	293.38	1518.89	0.0	15776084.0	16.295932
136707639	32.4	-26.08	-35.13	0.0	3.61	0.0	-0.0269	0.1956	0.9803	0.0	-34.1	-23.54	-34.48	0.0	3.8	0.0	0.0112	0.2061	0.9785	0.0	0.4816	0.3232	0.0	-13.47	297.66	1537.44	0.0	15796074.0	16.315922
