camX,camY,camZ,camTheta,camRX,camRY,camRZ,obj_gazeX,obj_gazeY,obj_gazeZ
32.800,31.869,-90.771,0.338,-0.999,-0.013,0.089,-0.280,86.160,0.000
32.800,31.871,-90.831,0.338,-0.999,-0.013,0.089,-0.280,86.050,0.000
32.774,31.900,-90.894,0.337,-0.999,-0.012,0.090,-0.280,85.940,0.000
32.733,31.950,-90.964,0.335,-0.999,-0.008,0.091,0.110,85.550,0.000
32.694,32.010,-91.042,0.333,-0.998,-0.004,0.093,0.830,84.550,0.000
32.669,32.070,-91.129,0.331,-0.998,0.000,0.095,1.330,83.720,0.000
32.660,32.124,-91.223,0.328,-0.997,0.004,0.098,2.110,82.830,0.000
32.669,32.163,-91.322,0.326,-0.996,0.007,0.101,2.660,82.170,0.000
32.695,32.180,-91.421,0.324,-0.994,0.009,0.106,1.830,75.230,0.000
32.740,32.167,-91.514,0.322,-0.993,0.010,0.110,1.500,59.860,0.000
32.809,32.116,-91.598,0.321,-0.992,0.007,0.115,2.610,53.320,0.000
32.905,32.029,-91.668,0.320,-0.991,0.003,0.120,2.720,52.980,0.000
33.025,31.913,-91.722,0.321,-0.991,-0.004,0.124,2.660,53.760,0.000
33.162,31.786,-91.758,0.323,-0.990,-0.012,0.129,2.270,53.980,0.000
33.303,31.668,-91.776,0.326,-0.989,-0.021,0.133,2.110,54.320,0.000
33.439,31.573,-91.778,0.329,-0.989,-0.031,0.138,2.110,55.090,0.000
33.564,31.511,-91.766,0.333,-0.988,-0.041,0.143,1.940,55.650,0.000
33.679,31.476,-91.741,0.337,-0.987,-0.052,0.149,1.830,55.540,0.000
33.791,31.461,-91.705,0.342,-0.985,-0.063,0.154,1.330,56.260,0.000
33.909,31.450,-91.660,0.347,-0.983,-0.076,0.160,0.720,56.810,0.000
34.041,31.433,-91.608,0.351,-0.980,-0.090,0.166,-0.060,57.090,0.000
34.186,31.406,-91.552,0.356,-0.978,-0.106,0.171,-0.780,57.700,0.000
34.342,31.369,-91.492,0.361,-0.974,-0.123,0.176,-1.440,56.870,0.000
34.499,31.325,-91.433,0.366,-0.971,-0.141,0.180,-1.500,54.930,0.000
34.647,31.280,-91.376,0.372,-0.968,-0.158,0.186,-2.390,55.040,0.000
34.777,31.235,-91.323,0.377,-0.964,-0.174,0.191,-3.110,55.150,0.000
34.882,31.194,-91.273,0.382,-0.960,-0.188,0.199,-3.940,54.930,0.000
34.955,31.159,-91.230,0.387,-0.956,-0.200,0.207,-4.330,54.700,0.000
34.993,31.139,-91.195,0.391,-0.952,-0.208,0.218,-4.720,54.650,0.000
34.993,31.139,-91.170,0.395,-0.948,-0.214,0.229,-4.880,54.700,0.000
34.952,31.167,-91.159,0.398,-0.945,-0.215,0.242,-4.830,54.480,0.000
34.871,31.228,-91.162,0.401,-0.941,-0.214,0.256,-4.880,53.710,0.000
34.752,31.323,-91.182,0.403,-0.938,-0.210,0.270,-4.940,52.760,0.000
34.598,31.456,-91.218,0.404,-0.936,-0.203,0.283,-4.600,52.480,0.000
34.420,31.625,-91.270,0.404,-0.934,-0.194,0.295,-4.160,51.930,0.000
34.234,31.821,-91.338,0.401,-0.932,-0.184,0.306,-3.610,50.880,0.000
34.059,32.032,-91.418,0.398,-0.931,-0.174,0.316,-2.550,50.210,0.000
33.916,32.237,-91.507,0.392,-0.930,-0.165,0.324,-0.720,49.820,0.000
33.813,32.422,-91.601,0.386,-0.929,-0.158,0.330,-4.330,49.820,0.000
33.746,32.578,-91.701,0.378,-0.928,-0.154,0.336,-5.940,48.660,0.000
33.696,32.704,-91.808,0.368,-0.927,-0.153,0.341,-5.660,48.380,0.000
33.638,32.805,-91.925,0.358,-0.925,-0.155,0.346,-4.880,48.210,0.000
33.550,32.882,-92.055,0.346,-0.922,-0.158,0.351,-4.550,47.160,0.000
33.423,32.927,-92.197,0.334,-0.919,-0.163,0.356,-4.270,45.660,0.000
33.260,32.930,-92.349,0.322,-0.916,-0.170,0.361,-3.880,44.270,0.000
33.073,32.878,-92.508,0.310,-0.913,-0.177,0.365,-3.550,42.610,0.000
32.870,32.770,-92.671,0.298,-0.910,-0.185,0.367,-3.220,40.720,0.000
32.647,32.618,-92.836,0.288,-0.908,-0.194,0.366,-5.050,42.390,0.000
32.393,32.447,-93.003,0.278,-0.908,-0.202,0.362,10.820,39.670,0.000
32.094,32.288,-93.175,0.269,-0.909,-0.209,0.354,11.930,38.560,0.000
31.738,32.167,-93.351,0.260,-0.911,-0.214,0.344,11.430,38.170,0.000
31.328,32.102,-93.533,0.251,-0.915,-0.216,0.332,10.540,37.780,0.000
30.877,32.101,-93.719,0.241,-0.920,-0.215,0.319,9.540,37.170,0.000
30.408,32.155,-93.909,0.231,-0.926,-0.211,0.304,8.540,37.280,0.000
29.944,32.243,-94.103,0.221,-0.932,-0.205,0.288,7.820,37.670,0.000
29.509,32.337,-94.303,0.210,-0.939,-0.197,0.270,8.540,31.180,0.000
29.117,32.406,-94.514,0.199,-0.946,-0.187,0.251,5.440,15.480,0.000
28.775,32.429,-94.739,0.188,-0.953,-0.176,0.232,4.440,12.210,0.000
28.481,32.398,-94.979,0.178,-0.960,-0.165,0.213,3.990,13.040,0.000
28.224,32.323,-95.233,0.169,-0.966,-0.153,0.195,5.770,14.260,0.000
27.989,32.222,-95.497,0.161,-0.971,-0.140,0.179,6.210,15.370,0.000
27.757,32.118,-95.764,0.155,-0.975,-0.124,0.165,7.270,17.200,0.000
27.512,32.025,-96.025,0.149,-0.978,-0.104,0.153,7.490,18.530,0.000
27.244,31.954,-96.274,0.145,-0.981,-0.079,0.142,7.930,19.470,0.000
26.952,31.908,-96.504,0.141,-0.983,-0.050,0.131,8.770,21.190,0.000
26.644,31.884,-96.714,0.138,-0.985,-0.017,0.119,9.880,21.970,0.000
26.332,31.873,-96.905,0.137,-0.987,0.017,0.108,10.930,22.410,0.000
26.028,31.867,-97.077,0.136,-0.988,0.050,0.097,11.710,22.690,0.000
25.736,31.854,-97.229,0.136,-0.988,0.082,0.086,13.650,17.090,0.000
25.453,31.827,-97.361,0.137,-0.986,0.111,0.076,15.700,6.490,0.000
25.167,31.784,-97.472,0.140,-0.984,0.139,0.067,17.310,6.160,0.000
24.866,31.731,-97.561,0.143,-0.979,0.169,0.060,18.090,8.930,0.000
24.540,31.675,-97.632,0.146,-0.972,0.202,0.054,18.530,11.650,0.000
24.190,31.619,-97.687,0.150,-0.963,0.238,0.048,18.640,14.370,0.000
23.829,31.564,-97.732,0.155,-0.950,0.279,0.044,18.030,13.040,0.000
23.481,31.506,-97.769,0.160,-0.936,0.322,0.039,20.140,14.420,0.000
23.171,31.449,-97.802,0.165,-0.920,0.366,0.034,22.140,16.420,0.000
22.913,31.400,-97.832,0.171,-0.902,0.409,0.029,23.520,17.700,0.000
22.711,31.373,-97.861,0.176,-0.884,0.450,0.023,24.580,18.810,0.000
22.555,31.384,-97.890,0.181,-0.865,0.488,0.015,25.520,19.360,0.000
22.431,31.440,-97.919,0.186,-0.845,0.523,0.008,26.460,20.250,0.000
22.326,31.541,-97.950,0.190,-0.826,0.556,0.001,27.020,20.190,0.000
22.232,31.677,-97.985,0.193,-0.806,0.586,-0.004,27.570,20.470,0.000
22.149,31.833,-98.025,0.195,-0.787,0.613,-0.008,27.960,20.310,0.000
22.079,31.989,-98.074,0.196,-0.768,0.637,-0.008,36.120,23.800,0.000
22.024,32.127,-98.131,0.197,-0.750,0.658,-0.006,49.930,30.680,0.000
21.984,32.233,-98.198,0.197,-0.734,0.677,-0.001,52.480,31.290,0.000
21.958,32.300,-98.275,0.196,-0.718,0.693,0.005,52.370,30.570,0.000
21.941,32.328,-98.358,0.196,-0.703,0.708,0.012,52.370,29.520,0.000
21.924,32.326,-98.444,0.195,-0.689,0.721,0.019,52.320,28.960,0.000
21.901,32.306,-98.528,0.196,-0.675,0.734,0.025,59.140,32.400,0.000
21.868,32.284,-98.607,0.197,-0.661,0.746,0.031,62.640,34.450,0.000
21.824,32.272,-98.679,0.198,-0.646,0.758,0.036,63.030,34.840,0.000
21.774,32.280,-98.746,0.200,-0.632,0.770,0.041,62.030,34.560,0.000
21.726,32.311,-98.809,0.202,-0.618,0.781,0.046,61.250,34.620,0.000
21.690,32.363,-98.871,0.205,-0.605,0.791,0.052,61.310,35.290,0.000
21.675,32.427,-98.934,0.206,-0.595,0.798,0.058,61.810,35.510,0.000
21.683,32.489,-98.997,0.208,-0.588,0.803,0.063,62.140,35.560,0.000
21.714,32.535,-99.059,0.209,-0.586,0.806,0.068,61.420,35.340,0.000
21.761,32.554,-99.118,0.210,-0.587,0.805,0.071,60.640,54.200,0.000
21.812,32.543,-99.171,0.210,-0.591,0.802,0.072,68.575,55.670,0.000
21.857,32.508,-99.215,0.211,-0.597,0.798,0.073,76.510,57.140,0.000
21.888,32.458,-99.250,0.212,-0.604,0.793,0.072,66.410,26.240,0.000
21.899,32.404,-99.277,0.213,-0.611,0.789,0.071,61.360,25.960,0.000
21.891,32.353,-99.297,0.215,-0.616,0.786,0.069,60.920,25.020,0.000
21.867,32.309,-99.314,0.216,-0.618,0.784,0.067,58.480,25.630,0.000
21.831,32.272,-99.331,0.218,-0.618,0.784,0.065,57.370,27.190,0.000
21.788,32.243,-99.351,0.220,-0.617,0.785,0.064,56.810,28.290,0.000
21.743,32.223,-99.375,0.222,-0.613,0.787,0.063,57.090,27.800,0.000
21.702,32.214,-99.405,0.224,-0.609,0.790,0.062,57.260,27.740,0.000
21.668,32.218,-99.441,0.226,-0.604,0.794,0.063,57.760,27.190,0.000
21.645,32.233,-99.482,0.228,-0.599,0.798,0.063,58.250,26.690,0.000
21.635,32.258,-99.527,0.230,-0.595,0.801,0.065,58.030,33.290,0.000
21.635,32.289,-99.574,0.232,-0.592,0.804,0.066,58.250,33.340,0.000
21.643,32.324,-99.620,0.234,-0.589,0.806,0.067,31.120,40.500,0.000
21.655,32.360,-99.665,0.235,-0.588,0.808,0.069,31.240,40.610,0.000
21.665,32.395,-99.705,0.237,-0.587,0.809,0.070,39.060,37.010,0.000
21.673,32.429,-99.742,0.238,-0.586,0.809,0.072,51.990,36.890,0.000
21.679,32.462,-99.775,0.239,-0.585,0.810,0.073,53.710,36.670,0.000
21.684,32.493,-99.808,0.239,-0.585,0.810,0.075,53.430,35.510,0.000
21.690,32.525,-99.840,0.239,-0.584,0.810,0.077,52.760,34.790,0.000
21.699,32.560,-99.872,0.239,-0.584,0.809,0.078,52.600,34.680,0.000
21.713,32.598,-99.904,0.238,-0.584,0.809,0.080,52.260,34.620,0.000
21.734,32.636,-99.936,0.237,-0.584,0.809,0.081,51.930,34.840,0.000
21.761,32.673,-99.967,0.236,-0.585,0.808,0.082,51.650,34.620,0.000
21.794,32.707,-99.995,0.234,-0.587,0.806,0.083,51.260,34.510,0.000
21.831,32.735,-100.021,0.233,-0.589,0.805,0.084,54.980,21.080,0.000
21.871,32.757,-100.044,0.231,-0.592,0.802,0.085,56.150,14.810,0.000
21.911,32.773,-100.064,0.230,-0.595,0.800,0.085,54.700,16.760,0.000
21.951,32.781,-100.082,0.229,-0.599,0.797,0.086,54.700,13.870,0.000
21.987,32.782,-100.096,0.228,-0.603,0.794,0.085,55.090,12.150,0.000
22.020,32.773,-100.108,0.227,-0.608,0.790,0.084,58.590,20.860,0.000
22.046,32.752,-100.115,0.226,-0.613,0.786,0.083,55.260,12.320,0.000
22.064,32.717,-100.115,0.225,-0.619,0.782,0.081,55.150,12.710,0.000
22.071,32.668,-100.108,0.226,-0.624,0.777,0.079,55.090,13.370,0.000
22.068,32.608,-100.093,0.227,-0.629,0.773,0.076,55.260,13.650,0.000
22.059,32.543,-100.073,0.228,-0.634,0.769,0.073,65.130,26.960,0.000
22.049,32.479,-100.052,0.230,-0.637,0.766,0.071,69.020,27.910,0.000
22.043,32.425,-100.033,0.232,-0.640,0.764,0.068,69.630,30.570,0.000
22.044,32.385,-100.019,0.234,-0.642,0.762,0.066,61.140,22.030,0.000
22.050,32.362,-100.011,0.235,-0.643,0.761,0.064,60.250,23.970,0.000
22.059,32.355,-100.005,0.237,-0.644,0.761,0.063,60.250,23.970,0.000
22.066,32.360,-99.999,0.238,-0.645,0.760,0.062,60.030,24.020,0.000
22.071,32.372,-99.991,0.239,-0.645,0.760,0.061,60.090,23.410,0.000
22.075,32.386,-99.981,0.240,-0.646,0.760,0.061,60.360,24.020,0.000
22.086,32.396,-99.970,0.240,-0.647,0.759,0.062,57.310,24.520,0.000
22.107,32.395,-99.960,0.241,-0.648,0.758,0.063,57.140,30.900,0.000
22.140,32.381,-99.954,0.242,-0.650,0.756,0.063,57.030,31.620,0.000
22.180,32.352,-99.950,0.243,-0.652,0.754,0.064,56.480,31.180,0.000
22.219,32.311,-99.946,0.245,-0.655,0.751,0.064,56.260,30.850,0.000
22.249,32.263,-99.940,0.246,-0.657,0.749,0.063,55.480,30.400,0.000
22.268,32.213,-99.927,0.248,-0.659,0.746,0.062,58.860,19.750,0.000
22.278,32.166,-99.907,0.251,-0.662,0.744,0.061,59.750,17.920,0.000
22.284,32.123,-99.882,0.253,-0.665,0.742,0.059,59.970,17.750,0.000
22.293,32.079,-99.854,0.256,-0.668,0.739,0.058,57.640,29.460,0.000
22.310,32.025,-99.825,0.259,-0.673,0.736,0.058,61.470,18.250,0.000
22.334,31.955,-99.795,0.263,-0.678,0.731,0.059,61.920,18.590,0.000
22.366,31.864,-99.765,0.267,-0.685,0.725,0.060,60.700,30.350,0.000
22.400,31.754,-99.733,0.272,-0.692,0.718,0.062,59.970,30.290,0.000
22.433,31.636,-99.696,0.277,-0.699,0.710,0.064,66.350,33.510,0.000
22.464,31.522,-99.654,0.282,-0.706,0.703,0.068,78.280,28.910,0.000
22.495,31.422,-99.608,0.288,-0.712,0.695,0.071,83.720,29.180,0.000
22.531,31.345,-99.560,0.294,-0.718,0.689,0.075,71.180,28.570,0.000
22.573,31.291,-99.515,0.299,-0.723,0.682,0.078,72.850,30.070,0.000
22.619,31.256,-99.473,0.304,-0.728,0.676,0.081,76.560,33.840,0.000
22.660,31.237,-99.435,0.309,-0.733,0.671,0.085,77.170,33.730,0.000
22.685,31.229,-99.399,0.313,-0.737,0.666,0.087,77.730,34.060,0.000
22.684,31.226,-99.362,0.318,-0.741,0.662,0.090,77.560,35.060,0.000
22.657,31.227,-99.323,0.322,-0.743,0.660,0.093,78.060,35.840,0.000
22.607,31.234,-99.283,0.327,-0.746,0.657,0.095,80.390,44.500,0.000
22.545,31.249,-99.246,0.332,-0.747,0.656,0.098,78.390,45.330,0.000
22.482,31.278,-99.214,0.337,-0.748,0.656,0.100,78.560,46.330,0.000
22.425,31.319,-99.187,0.342,-0.748,0.656,0.103,78.780,47.990,0.000
22.379,31.365,-99.168,0.346,-0.748,0.655,0.106,79.120,48.550,0.000
22.349,31.404,-99.155,0.350,-0.749,0.654,0.109,78.890,49.430,0.000
22.340,31.424,-99.153,0.353,-0.750,0.652,0.112,79.120,49.380,0.000
22.356,31.417,-99.161,0.357,-0.752,0.648,0.115,79.890,49.490,0.000
22.399,31.385,-99.180,0.361,-0.756,0.642,0.119,79.560,48.990,0.000
22.464,31.335,-99.204,0.365,-0.762,0.634,0.123,78.840,49.160,0.000
22.542,31.278,-99.226,0.369,-0.768,0.624,0.128,78.730,49.430,0.000
22.619,31.226,-99.236,0.374,-0.776,0.613,0.134,74.570,54.260,0.000
22.685,31.191,-99.229,0.379,-0.783,0.603,0.140,78.010,59.640,0.000
22.737,31.179,-99.208,0.384,-0.790,0.593,0.145,74.510,63.140,0.000
22.781,31.192,-99.179,0.389,-0.797,0.584,0.150,73.400,64.910,0.000
22.826,31.229,-99.154,0.394,-0.803,0.575,0.155,73.070,67.190,0.000
22.880,31.282,-99.138,0.398,-0.808,0.568,0.158,73.350,67.690,0.000
22.942,31.344,-99.132,0.401,-0.812,0.560,0.162,72.680,68.680,0.000
23.004,31.404,-99.129,0.405,-0.817,0.553,0.164,72.400,69.020,0.000
23.054,31.457,-99.121,0.408,-0.822,0.546,0.166,72.290,69.180,0.000
23.086,31.498,-99.101,0.411,-0.826,0.538,0.168,71.900,69.570,0.000
23.098,31.528,-99.072,0.414,-0.831,0.531,0.169,71.130,69.960,0.000
23.098,31.552,-99.040,0.417,-0.835,0.524,0.170,65.410,80.500,0.000
23.095,31.577,-99.014,0.420,-0.839,0.516,0.171,63.800,90.820,0.000
23.095,31.612,-99.000,0.422,-0.843,0.510,0.172,63.910,93.760,0.000
23.098,31.660,-98.999,0.424,-0.846,0.504,0.173,63.640,96.260,0.000
23.099,31.721,-99.005,0.425,-0.848,0.499,0.173,63.690,98.090,0.000
23.092,31.790,-99.011,0.426,-0.851,0.495,0.173,63.640,98.140,0.000
23.070,31.860,-99.009,0.427,-0.852,0.492,0.172,63.970,95.590,0.000
23.030,31.923,-98.992,0.428,-0.854,0.489,0.171,63.690,94.930,0.000
22.971,31.979,-98.960,0.429,-0.855,0.487,0.171,63.580,94.710,0.000
22.894,32.029,-98.914,0.430,-0.857,0.485,0.170,63.250,94.590,0.000
22.798,32.073,-98.854,0.431,-0.858,0.483,0.169,62.690,94.710,0.000
22.684,32.112,-98.782,0.432,-0.859,0.482,0.169,62.190,94.430,0.000
22.551,32.143,-98.697,0.432,-0.860,0.481,0.169,62.250,93.870,0.000
22.406,32.162,-98.602,0.433,-0.860,0.480,0.169,39.670,95.980,0.000
22.262,32.166,-98.503,0.434,-0.860,0.480,0.169,28.290,99.370,0.000
22.140,32.156,-98.415,0.435,-0.860,0.480,0.169,27.570,100.530,0.000
22.063,32.134,-98.353,0.436,-0.861,0.480,0.169,28.680,100.750,0.000
22.049,32.105,-98.331,0.436,-0.861,0.480,0.169,29.240,100.530,0.000
22.098,32.076,-98.352,0.436,-0.862,0.479,0.168,29.900,99.860,0.000
22.191,32.056,-98.406,0.436,-0.863,0.477,0.168,30.510,99.480,0.000
22.301,32.052,-98.478,0.435,-0.864,0.475,0.168,30.790,99.480,0.000
22.394,32.071,-98.547,0.435,-0.865,0.473,0.168,30.900,99.640,0.000
22.444,32.117,-98.596,0.434,-0.865,0.472,0.167,25.910,94.980,0.000
22.437,32.188,-98.616,0.434,-0.866,0.471,0.167,25.520,94.040,0.000
22.375,32.280,-98.606,0.433,-0.866,0.471,0.165,25.580,93.710,0.000
22.274,32.377,-98.577,0.432,-0.865,0.472,0.164,25.470,93.980,0.000
22.165,32.465,-98.543,0.431,-0.865,0.473,0.163,25.410,93.760,0.000
22.077,32.527,-98.521,0.430,-0.865,0.473,0.162,25.470,93.430,0.000
22.029,32.556,-98.521,0.428,-0.866,0.473,0.160,25.350,92.870,0.000
22.023,32.551,-98.540,0.426,-0.867,0.472,0.159,25.130,91.430,0.000
22.045,32.519,-98.570,0.424,-0.869,0.469,0.157,25.190,91.100,0.000
22.076,32.467,-98.597,0.422,-0.871,0.467,0.155,24.910,90.710,0.000
22.103,32.400,-98.612,0.421,-0.873,0.464,0.153,24.910,90.540,0.000
22.123,32.321,-98.613,0.420,-0.874,0.460,0.150,25.130,91.320,0.000
22.140,32.234,-98.608,0.420,-0.876,0.457,0.146,25.300,91.880,0.000
22.160,32.147,-98.603,0.420,-0.878,0.453,0.143,24.860,92.430,0.000
22.183,32.072,-98.607,0.420,-0.880,0.450,0.140,24.690,92.930,0.000
22.208,32.021,-98.621,0.420,-0.882,0.447,0.138,25.020,93.430,0.000
22.231,31.997,-98.645,0.420,-0.883,0.445,0.137,25.690,91.710,0.000
22.254,31.998,-98.674,0.421,-0.884,0.444,0.136,26.350,91.210,0.000
22.281,32.013,-98.704,0.421,-0.885,0.443,0.136,26.520,91.210,0.000
22.317,32.031,-98.733,0.421,-0.885,0.442,0.136,26.520,91.040,0.000
22.366,32.045,-98.760,0.421,-0.886,0.441,0.136,26.520,90.650,0.000
22.425,32.052,-98.785,0.420,-0.887,0.439,0.136,26.910,90.770,0.000
22.489,32.054,-98.807,0.420,-0.888,0.438,0.137,27.190,90.820,0.000
22.549,32.057,-98.824,0.420,-0.889,0.435,0.137,27.130,91.040,0.000
22.596,32.065,-98.835,0.420,-0.890,0.433,0.137,27.410,91.320,0.000
22.622,32.083,-98.836,0.420,-0.891,0.431,0.136,28.180,91.380,0.000
22.619,32.115,-98.825,0.420,-0.893,0.430,0.136,31.180,87.050,0.000
22.583,32.163,-98.801,0.420,-0.893,0.429,0.135,31.790,86.440,0.000
22.521,32.222,-98.765,0.420,-0.894,0.428,0.135,31.850,86.440,0.000
22.448,32.284,-98.726,0.420,-0.895,0.428,0.134,32.010,86.050,0.000
22.384,32.337,-98.692,0.419,-0.895,0.427,0.134,32.180,85.720,0.000
22.350,32.366,-98.674,0.418,-0.896,0.424,0.134,32.290,85.270,0.000
22.355,32.359,-98.673,0.417,-0.897,0.421,0.133,32.180,84.720,0.000
22.396,32.316,-98.689,0.416,-0.899,0.417,0.133,31.900,84.610,0.000
22.460,32.243,-98.717,0.414,-0.901,0.412,0.132,31.570,84.390,0.000
22.532,32.156,-98.752,0.413,-0.903,0.406,0.131,31.350,84.610,0.000
22.600,32.073,-98.790,0.412,-0.905,0.401,0.131,31.180,84.720,0.000
22.658,32.008,-98.832,0.411,-0.907,0.397,0.130,31.010,84.610,0.000
22.704,31.965,-98.874,0.410,-0.909,0.393,0.130,30.740,84.660,0.000
22.741,31.940,-98.915,0.409,-0.911,0.389,0.129,30.510,85.000,0.000
22.770,31.924,-98.953,0.408,-0.913,0.385,0.129,30.070,84.880,0.000
22.793,31.908,-98.984,0.407,-0.914,0.382,0.127,29.960,84.830,0.000
22.810,31.883,-99.007,0.407,-0.916,0.378,0.126,29.850,85.000,0.000
22.820,31.842,-99.021,0.407,-0.918,0.374,0.124,29.680,85.050,0.000
22.824,31.784,-99.026,0.408,-0.920,0.371,0.121,22.690,86.600,0.000
22.823,31.711,-99.023,0.408,-0.922,0.368,0.119,-1.110,92.650,0.000
22.818,31.634,-99.015,0.410,-0.923,0.365,0.116,-5.660,94.090,0.000
22.809,31.569,-99.003,0.412,-0.925,0.364,0.114,-5.330,95.040,0.000
22.791,31.532,-98.990,0.414,-0.926,0.362,0.113,-5.220,96.650,0.000
22.761,31.533,-98.978,0.415,-0.926,0.362,0.112,-4.330,96.920,0.000
22.717,31.574,-98.966,0.417,-0.926,0.363,0.111,-4.380,97.650,0.000
22.660,31.644,-98.958,0.418,-0.926,0.364,0.110,-4.330,98.090,0.000
22.597,31.727,-98.953,0.419,-0.925,0.366,0.110,-4.270,98.260,0.000
22.538,31.805,-98.953,0.420,-0.924,0.368,0.110,-3.990,98.200,0.000
22.492,31.866,-98.961,0.420,-0.923,0.369,0.110,-3.770,98.140,0.000
22.468,31.903,-98.974,0.420,-0.923,0.370,0.110,-5.160,94.710,0.000
22.465,31.917,-98.992,0.420,-0.922,0.371,0.110,-6.380,90.600,0.000
22.480,31.915,-99.012,0.420,-0.922,0.372,0.110,-6.270,89.490,0.000
22.505,31.902,-99.031,0.419,-0.922,0.372,0.110,-6.210,88.990,0.000
22.530,31.884,-99.044,0.419,-0.921,0.372,0.110,-5.880,89.050,0.000
22.543,31.868,-99.047,0.419,-0.921,0.373,0.110,7.320,90.210,0.000
22.536,31.856,-99.040,0.419,-0.920,0.375,0.110,40.000,84.550,0.000
22.504,31.853,-99.023,0.420,-0.919,0.378,0.110,45.110,82.890,0.000
22.452,31.865,-99.000,0.420,-0.918,0.382,0.110,46.050,82.280,0.000
22.389,31.895,-98.977,0.420,-0.916,0.387,0.110,46.270,81.560,0.000
22.330,31.942,-98.963,0.419,-0.913,0.393,0.110,46.550,81.670,0.000
22.287,32.000,-98.960,0.418,-0.910,0.399,0.111,49.430,81.500,0.000
22.269,32.060,-98.971,0.416,-0.907,0.406,0.111,50.600,81.110,0.000
22.275,32.113,-98.992,0.414,-0.904,0.412,0.112,51.100,81.170,0.000
22.299,32.149,-99.018,0.411,-0.902,0.418,0.113,51.320,81.060,0.000
22.332,32.165,-99.045,0.409,-0.899,0.424,0.114,51.320,81.000,0.000
22.370,32.157,-99.069,0.406,-0.897,0.429,0.115,51.370,80.890,0.000
22.412,32.124,-99.089,0.404,-0.894,0.433,0.116,51.210,81.000,0.000
22.459,32.067,-99.103,0.402,-0.893,0.437,0.116,51.210,81.110,0.000
22.511,31.987,-99.111,0.401,-0.891,0.440,0.116,50.990,81.110,0.000
22.565,31.894,-99.115,0.400,-0.890,0.442,0.115,50.930,81.060,0.000
22.615,31.795,-99.115,0.400,-0.890,0.444,0.114,52.370,74.290,0.000
22.658,31.706,-99.113,0.400,-0.889,0.446,0.113,55.540,68.960,0.000
22.690,31.636,-99.113,0.400,-0.888,0.447,0.113,55.980,68.240,0.000
22.709,31.594,-99.116,0.401,-0.887,0.449,0.112,56.260,68.190,0.000
22.717,31.582,-99.122,0.401,-0.886,0.451,0.112,56.370,68.350,0.000
22.717,31.595,-99.130,0.401,-0.885,0.453,0.113,56.650,68.570,0.000
22.713,31.624,-99.139,0.402,-0.884,0.455,0.113,56.650,68.680,0.000
22.707,31.660,-99.147,0.402,-0.883,0.457,0.114,56.370,69.350,0.000
22.701,31.692,-99.149,0.403,-0.882,0.458,0.115,55.920,70.070,0.000
22.692,31.717,-99.145,0.404,-0.882,0.459,0.116,55.650,70.630,0.000
22.678,31.737,-99.134,0.405,-0.881,0.460,0.117,55.480,71.010,0.000
22.656,31.758,-99.115,0.406,-0.881,0.461,0.117,55.260,71.630,0.000
22.626,31.787,-99.091,0.407,-0.880,0.462,0.117,55.090,72.120,0.000
22.590,31.828,-99.064,0.408,-0.880,0.462,0.118,54.980,72.510,0.000
22.552,31.882,-99.035,0.409,-0.880,0.461,0.118,54.870,73.070,0.000
22.519,31.942,-99.006,0.409,-0.881,0.460,0.117,46.600,73.680,0.000
22.493,32.004,-98.977,0.410,-0.883,0.458,0.117,43.720,74.120,0.000
22.474,32.064,-98.946,0.410,-0.885,0.454,0.117,43.220,74.510,0.000
22.459,32.120,-98.914,0.410,-0.887,0.450,0.117,42.780,74.620,0.000
22.441,32.171,-98.878,0.410,-0.889,0.445,0.117,42.110,74.730,0.000
22.418,32.218,-98.840,0.409,-0.891,0.440,0.118,41.720,74.120,0.000
22.391,32.260,-98.801,0.408,-0.893,0.436,0.118,41.550,73.010,0.000
22.368,32.290,-98.765,0.407,-0.894,0.431,0.118,41.110,72.850,0.000
22.355,32.301,-98.733,0.406,-0.896,0.427,0.118,40.830,72.400,0.000
22.359,32.287,-98.709,0.404,-0.897,0.423,0.118,40.610,71.850,0.000
22.378,32.249,-98.691,0.403,-0.899,0.419,0.118,40.450,71.460,0.000
22.410,32.194,-98.677,0.401,-0.901,0.415,0.116,40.170,71.240,0.000
22.446,32.138,-98.668,0.400,-0.903,0.410,0.115,40.000,71.290,0.000
22.480,32.093,-98.659,0.399,-0.905,0.406,0.113,39.780,71.680,0.000
22.507,32.068,-98.651,0.398,-0.908,0.402,0.111,39.560,71.900,0.000
22.529,32.058,-98.643,0.397,-0.910,0.398,0.109,21.300,74.010,0.000
22.548,32.054,-98.634,0.396,-0.912,0.395,0.106,-3.440,72.790,0.000
22.569,32.042,-98.626,0.395,-0.915,0.391,0.104,-7.490,73.730,0.000
22.593,32.017,-98.619,0.394,-0.917,0.387,0.101,-6.990,74.620,0.000
22.616,31.984,-98.615,0.393,-0.919,0.382,0.099,-6.600,74.510,0.000
22.635,31.954,-98.616,0.392,-0.921,0.378,0.097,-7.100,73.290,0.000
22.645,31.943,-98.625,0.391,-0.923,0.374,0.095,-8.100,71.630,0.000
22.644,31.962,-98.644,0.390,-0.925,0.369,0.093,-8.040,70.180,0.000
22.638,32.010,-98.675,0.388,-0.927,0.365,0.092,-7.600,70.240,0.000
22.633,32.077,-98.716,0.386,-0.929,0.360,0.091,-8.320,70.180,0.000
